"ISOAPL","ISOBMP","ISOTIP","ISOFIL","ISOALI","ISOLLN","ISOLNG","ISODSC","ISODFT","ISOFLG"
"CDB",110,"A","0","I",3,999,"Información de la compra","",""
"CDB",111,"A","0","I",3,999,"Nombre completo","",""
"CDB",112,"A","0","I",3,999,"Indicadores del Cliente y cuenta","",""
"CDB",113,"A","0","I",3,999,"Información adicional cliente 1","",""
"CDB",114,"A","0","I",3,999,"Información de estado de elementos","",""
"CDB",115,"A","0","I",3,20,"RUT Principal","",""
"CDB",116,"A","0","I",3,999,"Número de teléfono","",""
"CDB",117,"A","0","I",3,999,"Datos comunicacion switch vs canales","",""
"CDB",118,"A","0","I",3,999,"Datos de la cuenta","",""
"CDB",119,"A","0","I",3,999,"Datos del cross reference","",""
"CDB",120,"A","0","I",3,999,"Información bancaria y de cheque (DefxCMR)","",""
"CDB",121,"A","0","I",3,999,"Montos Adicionales","",""
"CDB",122,"A","0","I",3,999,"Datos Adicionales","",""
"CDB",123,"A","0","I",3,999,"Reserved Private (AVS data)","",""
"CDB",124,"A","0","I",3,999,"Datos de la tarjeta","",""
"CDB",125,"A","0","I",3,999,"Network Managment Information Data","",""
"CDB",126,"A","0","I",3,999,"Información Telcos","",""
"CVP",1,"A","","",0,16,"Bit Map, Extendido","",""
"CVP",2,"A","","",2,19,"PAN","",""
"CVP",3,"A","","",0,6,"Código de Proceso o Transacción","",""
"CVP",4,"A","","",0,12,"Monto, Transacción","",""
"CVP",5,"A","","",0,12,"Monto, Settlement","",""
"CVP",7,"A","","",0,10,"Transmisión Date/Time","",""
"CVP",11,"A","","",0,6,"System Trace audit. Nro.","",""
"CVP",12,"A","","",0,6,"Time, Local Transaction","",""
"CVP",13,"A","","",0,4,"Date, Local Transaction","",""
"CVP",14,"A","","",0,4,"Date, Expiration","","T"
"CVP",15,"A","","",0,4,"Date, Settlement","",""
"CVP",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"CVP",19,"A","","",0,3,"Código de país adquiriente","",""
"CVP",21,"A","","",0,3,"Código del País Emisor","152",""
"CVP",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"CVP",25,"A","","",0,2,"Point of Service Condition Code","",""
"CVP",26,"A","0","I",0,2,"Point Of Service Pin Capture Code","",""
"CVP",32,"A","","",2,11,"Código de Identif. institución Adquiriente","",""
"CVP",35,"A","0","I",2,37,"Datos del Track II","",""
"CVP",37,"A","0","I",0,12,"Número de Referencia","",""
"CVP",38,"A","0","I",0,6,"Código de Autorización","",""
"CVP",39,"A","0","I",0,2,"Código de Respuesta","",""
"CVP",41,"A","0","I",0,8,"Número de Terminal","",""
"CVP",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"CVP",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"CVP",44,"A","0","I",2,12,"código de autorización adicional","",""
"CVP",46,"A","0","I",2,20,"Datos Adicionales respuesta compra internet","",""
"CVP",47,"A","0","I",3,165,"Datos Adicionales DICOM - Cámara","",""
"CVP",48,"A","0","I",3,70,"Additional Data - Fechas Adicionales","",""
"CVP",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"CVP",50,"A","0","I",0,3,"Moneda usada para la reconciliación","",""
"CVP",52,"A","0","I",0,16,"Pin o Clave Personal","",""
"CVP",53,"A","0","I",0,16,"Nuevo Pin o Clave","",""
"CVP",54,"A","0","I",3,220,"Montos o Saldos","",""
"CVP",60,"A","0","I",3,999,"Advice/Reversal Reason Code","",""
"CVP",61,"A","0","I",3,999,"Tasa de Interés","",""
"CVP",63,"A","0","I",3,91,"Network data - NO DEFINIDO EN DOC SATIF","",""
"CVP",67,"A","0","I",0,2,"Número de Cuotas","",""
"CVP",70,"A","0","I",0,3,"Network Management Information code","",""
"CVP",90,"A","0","I",0,42,"Original data elements","",""
"CVP",91,"A","0","I",0,1,"File update code","",""
"CVP",95,"A","0","I",0,42,"Replacement Amounts","",""
"CVP",98,"A","0","I",0,25,"Nombre del Emisor","",""
"CVP",100,"A","0","I",3,999,"Receiving Institution ID","",""
"CVP",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"CVP",102,"A","0","I",2,28,"Account Identification 1","",""
"CVP",103,"A","0","I",2,28,"Account Identification 2","",""
"CVP",104,"A","0","I",3,100,"Transaction Description","",""
"CVP",105,"A","0","I",3,999,"Large private Data 1 (UPC)","",""
"CVP",106,"A","0","I",3,999,"Large private Data 2 (Compra por internet)","",""
"CVP",107,"A","0","I",3,999,"Large private Data 3 (Campa¦as)","",""
"CVP",108,"A","0","I",3,999,"Información Transacciones Diferidas","",""
"CVP",109,"A","0","I",3,999,"Información de Puntos","",""
"CVP",110,"A","0","I",3,999,"Información de la compra","",""
"CVP",111,"A","0","I",3,999,"Nombre completo","",""
"CVP",112,"A","0","I",3,999,"Indicadores del Cliente y cuenta","",""
"CVP",113,"A","0","I",3,999,"Información adicional cliente 1","",""
"CVP",114,"A","0","I",3,999,"Información de estado de elementos","",""
"CVP",115,"A","0","I",3,20,"RUT Principal","",""
"CVP",116,"A","0","I",3,999,"Número de teléfono","",""
"CVP",117,"A","0","I",3,999,"Datos comunicacion switch vs canales","",""
"CVP",118,"A","0","I",3,999,"Datos de la cuenta","",""
"CVP",119,"A","0","I",3,999,"Datos del cross reference","",""
"CVP",120,"A","0","I",3,999,"Información bancaria y de cheque (DefxCMR)","",""
"CVP",121,"A","0","I",3,999,"Montos Adicionales","",""
"CVP",122,"A","0","I",3,999,"Datos Adicionales","",""
"CVP",123,"A","0","I",3,999,"Reserved Private (AVS data)","",""
"CVP",124,"A","0","I",3,999,"Datos de la tarjeta","",""
"CVP",125,"A","0","I",3,999,"Network Managment Information Data","",""
"CVP",126,"A","0","I",3,999,"Información Telcos","",""
"TLC",1,"A","0","I",0,16,"Bit Map, Extendido","",""
"TLC",2,"A","","",2,19,"Número de Tarjeta","","S"
"TLC",3,"A","","",0,6,"Código de Proceso","",""
"TLC",4,"A","","",0,12,"Monto de la transacción","",""
"TLC",7,"A","","",0,10,"Fecha y hora","",""
"TLC",11,"A","","",0,6,"Traza de auditoria","",""
"TLC",12,"A","","",0,6,"Hora local","",""
"TLC",13,"A","","",0,4,"Fecha local","",""
"TLC",15,"A","","",0,4,"Fecha settlement","",""
"TLC",18,"A","","",0,4,"Tipo de Comercio","",""
"TLC",19,"A","","",0,3,"Código de país adquiriente","",""
"TLC",21,"A","","",0,3,"Forward Intitution Country Code","",""
"TLC",22,"A","","",0,3,"Modo de entrada","",""
"TLC",25,"A","","",0,2,"Point of Service Condition Code","",""
"TLC",32,"A","","",2,11,"Código Institución Adquiriente","",""
"TLC",37,"A","0","I",0,12,"Número de Referencia","",""
"TLC",38,"A","0","I",0,6,"Código de Autorización","",""
"TLC",39,"A","0","I",0,2,"Código de Respuesta","",""
"TLC",41,"A","0","I",0,8,"Número de Terminal","",""
"TLC",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"TLC",44,"A","0","I",2,12,"Código de autorización adicional","",""
"TLC",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"TLC",67,"A","0","I",0,2,"Número de cuotas","",""
"TLC",70,"A","0","I",0,3,"Código de gestión de red","",""
"TLC",100,"A","0","I",3,50,"Identificación de institución que recibe","",""
"TLC",102,"A","0","I",2,20,"Número de cuenta","",""
"TLC",116,"A","0","I",3,30,"Número de teléfono","",""
"TLC",126,"A","0","I",3,512,"Información Telcos","",""
"TLC",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"PMT",1,"A","0","I",0,16,"Secondary Bitmap","",""
"PMT",2,"A","0","I",2,21,"Numero de Tarjeta / Cuenta","","S"
"PMT",3,"A","0","I",0,6,"Processing code.","",""
"PMT",4,"A","0","I",0,12,"Monto","",""
"PMT",5,"A","0","I",0,12,"Amount,Settlement","",""
"PMT",7,"A","0","I",0,10,"Fecha Transaccion","",""
"PMT",11,"A","0","I",0,6,"Payments ID","",""
"PMT",12,"A","0","I",0,6,"Hora","",""
"PMT",13,"A","0","I",0,4,"Fecha AA/MM","",""
"PMT",14,"A","0","I",0,4,"Expiration Date","",""
"PMT",15,"A","0","I",0,4,"Date, Settlement","",""
"PMT",18,"A","0","I",0,4,"Merchant Type","",""
"PMT",19,"A","0","I",0,3,"Pais","",""
"PMT",21,"A","0","I",0,3,"Fwd Inst Country Code","",""
"PMT",22,"A","0","I",0,3,"Point of service entry mode","",""
"PMT",25,"A","0","I",0,2,"Point of service condition code","",""
"PMT",26,"A","0","I",2,2,"Datos comunicacion switch vs canales","",""
"PMT",32,"A","0","I",2,11,"Codigo Institucion","",""
"PMT",35,"A","0","I",2,37,"Track 2","",""
"PMT",37,"A","0","I",0,12,"RRN","",""
"PMT",38,"A","0","I",0,6,"Numero Autorizacion","",""
"PMT",39,"A","0","I",0,2,"Respuesta","",""
"PMT",41,"A","0","I",0,8,"Terminal","",""
"PMT",42,"A","0","I",0,15,"Card Accept ID","",""
"PMT",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"PMT",44,"A","0","I",2,12,"Address Ver Data","",""
"PMT",46,"A","0","I",3,10,"ADD ISO","",""
"PMT",48,"A","0","I",1,170,"Dig.Verific /Free Text Msg /Otros...","",""
"PMT",49,"A","0","I",0,3,"Codigo de Moneda","",""
"PMT",50,"A","0","I",0,3,"Moneda campo 50","",""
"PMT",54,"A","0","I",3,120,"ADD AMTS","",""
"PMT",60,"A","0","I",3,15,"Campo 60","",""
"PMT",61,"A","0","I",1,19,"Other Amount","",""
"PMT",63,"A","0","I",3,50,"Network Data","",""
"PMT",65,"A","0","I",0,16,"PRUEBA DE CAMPO 065","",""
"PMT",66,"A","0","I",0,3,"Security Code CVV2","",""
"PMT",67,"A","0","I",0,2,"Numero de Cuotas","",""
"PMT",90,"A","0","I",0,42,"Origin Data","",""
"PMT",98,"A","0","I",0,25,"Payee","",""
"PMT",100,"A","0","I",2,100,"RCV_Inst_ID","",""
"PMT",102,"A","0","I",2,28,"Account Identification 1","",""
"PMT",104,"A","0","I",3,50,"Trans Desc","",""
"PMT",105,"A","0","I",3,100,"Datos de los productos de la compra","",""
"PMT",106,"A","0","I",3,999,"Resv ISO 106","",""
"PMT",108,"A","0","I",3,10,"Resv ISO 108","",""
"PMT",109,"A","0","I",3,50,"Información de Puntos","",""
"PMT",110,"A","0","I",3,51,"Información de la compra","",""
"PMT",111,"A","0","I",3,50,"QA Data","",""
"PMT",112,"A","0","I",3,20,"Resv National 112","",""
"PMT",113,"A","0","I",3,999,"Información adicional cliente 1","",""
"PMT",115,"A","0","I",3,30,"Resv National 115","",""
"PMT",116,"A","0","I",3,50,"Resv National 116","",""
"PMT",117,"A","0","I",3,999,"Datos comunicacion switch vs canales","",""
"BES",1,"P","0","I",0,8,"Secondary Bit Map","",""
"BES",2,"A","","",2,21,"Primary Account Number","","S"
"BES",3,"A","","",0,6,"Código de Procesamiento","",""
"BES",4,"A","","",0,12,"Amount, Transaction","",""
"BES",5,"A","","",0,12,"Settlement Amount.","",""
"BES",6,"D","","",0,12,"Cardholder billing amount.","",""
"BES",7,"A","","",0,10,"Transmission date & time","",""
"BES",9,"A","","",0,8,"Conversion Rate, Settlement","",""
"BES",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"BES",12,"A","","",0,6,"Local transaction time.","",""
"BES",13,"A","","",0,4,"Local transaction date.","",""
"BES",14,"A","","",0,4,"Expiration Date.","","T"
"BES",15,"A","","",0,4,"Date, Settlement (fecha contable)","",""
"BES",16,"A","","",0,4,"Conversion Date.","",""
"BES",17,"A","","",0,4,"Fecha de Captura","",""
"BES",18,"A","","",0,4,"Merchant Type.","",""
"BES",22,"A","","",0,3,"Point of Service Data Code","",""
"BES",25,"A","","",0,2,"Point of service condition code.","",""
"BES",26,"A","","",0,2,"Point of service PIN capture code.","",""
"BES",27,"A","","",0,1,"Authorization Identification Response Length.","",""
"BES",29,"A","","",0,8,"Amount, Settlement fee","",""
"BES",32,"A","","",2,13,"Acquirer Institution ID Code","",""
"BES",33,"A","","",2,13,"Forwarding Institution ID Code","",""
"BES",35,"A","","",2,39,"Track 2 Data","","T"
"BES",37,"A","","",0,12,"RRN - Retrieval Reference Number","",""
"BES",38,"A","","",0,6,"Authorization Number.","",""
"BES",39,"A","","",0,2,"Response Code.","",""
"BES",41,"A","","",0,8,"Card acceptor terminal identification.","",""
"BES",42,"A","","",0,15,"Card acceptor identification code.","",""
"BES",43,"A","","",0,40,"Card Acceptor Name/location","",""
"BES",44,"A","","",2,91,"Additional Response Data","",""
"BES",45,"A","","",2,78,"Track 1 data","","T"
"BES",48,"A","","",3,100,"Additional data, private.","",""
"BES",49,"A","","",0,3,"Currency Code, Transaction","",""
"BES",50,"A","","",0,3,"Currency code settlement.","",""
"BES",51,"A","","",0,3,"Cardholder billing currency code.","",""
"BES",52,"A","0","I",0,16,"Personal identification number (PIN).","","T"
"BES",53,"A","","",0,16,"Security Related Control Information","",""
"BES",54,"A","","",3,15,"Additional amounts.","",""
"BES",55,"A","","",3,512,"EMV DATOS","",""
"BES",60,"A","","",3,19,"Advice reason code","",""
"BES",61,"A","","",3,22,"Point of service data.","",""
"BES",62,"A","","",3,16,"BASE24 Postal Code","",""
"BES",63,"A","","",3,19,"Network Data.","",""
"BES",64,"A","","",0,16,"Authentication Code Field.","",""
"BES",66,"A","","",0,1,"Settlemente code.","",""
"BES",70,"A","","",0,3,"Network Management Information Code","",""
"BES",74,"A","","",0,10,"Number Credit.","",""
"BES",75,"A","","",0,10,"Reversal number, credit.","",""
"BES",76,"A","","",0,10,"Number, Debits","",""
"BES",77,"A","","",0,10,"Reversal number, debits.","",""
"BES",78,"A","","",0,10,"Number Transafer","",""
"BES",79,"A","","",0,10,"Reversal Number Transafer","",""
"BES",80,"A","","",0,10,"Number, inquiries.","",""
"BES",81,"A","","",0,10,"Number Authorizations.","",""
"BES",86,"A","","",0,16,"Amount, credits.","",""
"BES",87,"A","","",0,16,"Reversal amount, credits","",""
"BES",88,"A","","",0,16,"Amount, debits.","",""
"BES",89,"A","","",0,16,"Reversal Amount, debits.","",""
"BES",90,"A","","",0,42,"Original Data Elements","",""
"BES",95,"A","","",0,42,"Replacement Amounts","",""
"BES",96,"A","","",0,16,"Message security code.","",""
"BES",97,"A","","",0,17,"Net settlement amount.","",""
"BES",99,"A","","",0,13,"Settlemente institution identification code.","",""
"BES",100,"A","","",2,13,"Receiving Institution ID Code","",""
"BES",102,"A","","",2,30,"Account ID 1","",""
"BES",103,"A","","",2,30,"Account Identification 2.","",""
"BES",121,"A","","",3,63,"BASE24-fhm ATM Segment Information.","",""
"BES",122,"A","","",3,13,"Card Issuer Identification Code.","",""
"BES",123,"A","","",0,23,"Invoice Data.","",""
"BES",124,"A","","",3,12,"Batch and Shift Data","",""
"BES",125,"A","","",3,15,"Setlement Data","",""
"BES",126,"A","","",3,41,"Preauthorization/Chargeback Data.","",""
"BES",127,"A","","",0,32,"BASE24-pos User Data.","",""
"BES",128,"A","","",0,16,"Message Authentication Code.","",""
"FCB",1,"A","","",0,16,"Primer Mapa de Bits","",""
"FCB",2,"A","","",2,21,"Numero de Tarjeta","","S"
"FCB",3,"A","","",0,6,"Código de Procesamiento","",""
"FCB",4,"A","","",0,12,"Valor de la transacción en la moneda de Orige","",""
"FCB",5,"A","","",0,12,"Valor de la transacción en Dólares","",""
"FCB",6,"A","","",0,12,"Valor de la Transacción en moneda local","",""
"FCB",7,"A","","",0,10,"Fecha y Hora","",""
"FCB",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"FCB",12,"A","","",0,6,"Hora origen","",""
"FCB",13,"A","","",0,4,"Fecha origen","",""
"FCB",14,"A","","",0,4,"Expiration Date","","T"
"FCB",15,"A","","",0,4,"Settlement Date","",""
"FCB",18,"A","","",0,4,"MCC - Ramo de Actividad del Comercio","",""
"FCB",19,"A","","",0,3,"Código de país del adquirente","",""
"FCB",22,"A","","",0,3,"Modo de Entrada","",""
"FCB",23,"D","","",0,3,"Fraude Score de Risk Center","",""
"FCB",25,"A","","",0,2,"Campo 25","",""
"FCB",32,"A","","",2,11,"Código de la red de origen","",""
"FCB",35,"A","","",2,37,"Length - Track II Data","","S"
"FCB",37,"A","","",0,12,"RRN - Número de Referencia","",""
"FCB",38,"A","","",0,6,"Numero de Autorización","",""
"FCB",39,"A","","",0,2,"Código de motivo de respuesta","",""
"FCB",41,"A","","",0,8,"Identificación del Terminal","",""
"FCB",42,"A","","",0,15,"Identificador del Comercio - PV","",""
"FCB",43,"A","","",0,40,"Nombre y Localización del Comercio","",""
"FCB",44,"A","","",2,25,"Datos de respuesta adicionales","",""
"FCB",45,"A","","",2,32,"Track 1 data","","T"
"FCB",47,"A","","",3,999,"Datos adicionales - Nacional","",""
"FCB",48,"A","","",3,999,"Additional data (private)","",""
"FCB",49,"A","","",0,3,"Código de Moneda de origen","",""
"FCB",50,"A","","",0,3,"Código de Moneda de Liquidación","",""
"FCB",51,"A","","",0,3,"Código de Moneda del Emisor","",""
"FCB",52,"A","","",0,8,"Personal identification number data","","T"
"FCB",54,"A","","",3,120,"Additional amounts","",""
"FCB",59,"A","","",3,15,"Campo 59.","",""
"FCB",60,"A","","",0,7,"Cod Info getion de Red","",""
"FCB",61,"A","","",3,20,"CAMPO 61","",""
"FCB",62,"A","","",3,128,"Reservado Privado","",""
"FCB",63,"A","","",3,50,"Network Data","",""
"FCB",67,"A","","",0,2,"Cantidad de Cuotas","",""
"FCB",70,"A","","",0,3,"Network Management Information code","",""
"FCB",90,"A","","",0,42,"Elementos de datos originales","",""
"FCB",91,"A","","",0,1,"Cod de actualización de archivo","",""
"FCB",95,"A","","",0,42,"Cantidades de reemplazo","",""
"FCB",98,"A","","",0,25,"Payee","",""
"FCB",101,"A","","",0,17,"Nombre del archivo","",""
"FCB",102,"A","","",2,28,"Account Identification","",""
"FCB",103,"A","","",2,28,"Account identification 2","",""
"FCB",104,"A","","",3,100,"CAMPO 104","",""
"FCB",108,"A","","",3,50,"CAMPO 108","",""
"FCB",114,"A","","",3,512,"Datos Adicionales 1","",""
"FCB",115,"A","","",3,512,"Datos Adicionales 2","",""
"FCB",117,"A","","",3,128,"CAMPO 117","",""
"FCB",121,"A","","",3,64,"Authorizing Agent ID code","",""
"FCB",124,"A","","",3,256,"Texto informativo","",""
"FCB",127,"A","","",0,3,"Fraude Score de Risk Center","",""
"FCD",1,"A","","",0,16,"Primer Mapa de Bits","",""
"FCD",2,"A","","",2,21,"Numero de Tarjeta","","S"
"FCD",3,"A","","",0,6,"Código de Procesamiento","",""
"FCD",4,"A","","",0,12,"Valor de la transacción en la moneda de Orige","",""
"FCD",5,"A","","",0,12,"Valor de la transacción en Dólares","",""
"FCD",6,"A","","",0,12,"Valor de la Transacción en moneda local","",""
"FCD",7,"A","","",0,10,"Fecha y Hora","",""
"FCD",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"FCD",12,"A","","",0,6,"Hora origen","",""
"FCD",13,"A","","",0,4,"Fecha origen","",""
"FCD",14,"A","","",0,4,"Expiration Date","","T"
"FCD",15,"A","","",0,4,"Settlement Date","",""
"FCD",18,"A","","",0,4,"MCC - Ramo de Actividad del Comercio","",""
"FCD",19,"A","","",0,3,"Código de país del adquirente","",""
"FCD",22,"A","","",0,3,"Modo de Entrada","",""
"FCD",23,"D","","",0,3,"Fraude Score de Risk Center","",""
"FCD",25,"A","","",0,2,"Campo 25","",""
"FCD",32,"A","","",2,11,"Código de la red de origen","",""
"FCD",35,"A","","",2,37,"Length - Track II Data","","S"
"FCD",37,"A","","",0,12,"RRN - Número de Referencia","",""
"FCD",38,"A","","",0,6,"Numero de Autorización","",""
"FCD",39,"A","","",0,2,"Código de motivo de respuesta","",""
"FCD",41,"A","","",0,8,"Identificación del Terminal","",""
"FCD",42,"A","","",0,15,"Identificador del Comercio - PV","",""
"FCD",43,"A","","",0,40,"Nombre y Localización del Comercio","",""
"FCD",44,"A","","",2,25,"Datos de respuesta adicionales","",""
"FCD",45,"A","","",2,32,"Track 1 data","","T"
"FCD",47,"A","","",3,999,"Datos adicionales - Nacional","",""
