"ISOAPL","ISOBMP","ISOTIP","ISOFIL","ISOALI","ISOLLN","ISOLNG","ISODSC","ISODFT","ISOFLG"
"VIS",123,"A","0","I",1,255,"Verifiation & Token Data (TLV Format)","",""
"VIS",125,"A","0","I",1,255,"Supporting Information (TLV Format)","",""
"VIS",126,"A","0","I",1,100,"Use Private VISA.","","TS   N  S S"
"VIS",127,"A","0","I",1,255,"File Record- Action and data","",""
"NTW",1,"A","","",0,16,"Bit Map, Extendido","",""
"NTW",2,"A","","",2,19,"PAN","",""
"NTW",3,"A","","",0,6,"Código de Proceso o Transacción","",""
"NTW",4,"A","","",0,12,"Monto, Transacción","",""
"NTW",5,"A","","",0,12,"Monto, Settlement","",""
"NTW",7,"A","","",0,10,"Transmisión Date/Time","",""
"NTW",11,"A","","",0,6,"System Trace audit. Nro.","",""
"NTW",12,"A","","",0,6,"Time, Local Transaction","",""
"NTW",13,"A","","",0,4,"Date, Local Transaction","",""
"NTW",14,"A","","",0,4,"Date, Expiration","",""
"NTW",15,"A","","",0,4,"Date, Settlement","",""
"NTW",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"NTW",19,"A","","",0,3,"Código de país adquiriente","",""
"NTW",21,"A","","",0,3,"Código del País Emisor","152",""
"NTW",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"NTW",25,"A","","",0,2,"Point of Service Condition Code","",""
"NTW",32,"A","","",2,11,"Código de Identif. institución Adquiriente","",""
"NTW",35,"A","0","I",2,37,"Datos del Track II","",""
"NTW",37,"A","0","I",0,12,"Número de Referencia","",""
"NTW",38,"A","0","I",0,6,"Código de Autorización","",""
"OMN",1,"A","0","I",0,16,"Bit Map Secondary.","",""
"OMN",2,"A","0","I",2,19,"Primary Account Number","",""
"OMN",3,"A","0","I",0,6,"Processing Code","503000",""
"OMN",4,"A","0","I",0,12,"Transaction Amount","",""
"OMN",5,"D","3","I",0,12,"Cash Amount","",""
"OMN",6,"A","0","I",0,12,"Cardholder Billing Amount","",""
"OMN",7,"A","0","I",0,10,"Transmission Date and Time","",""
"OMN",10,"A","0","I",0,8,"Cardholder Billing Conversión Rate","",""
"OMN",11,"A","0","I",0,6,"System Trace Audit Number","",""
"OMN",12,"A","0","I",0,6,"Local Transaction Time","",""
"OMN",13,"A","0","I",0,4,"Local Transaction Date","",""
"OMN",14,"A","0","I",0,4,"Expiration Date","",""
"MCI",104,"A","","",3,100,"Transaction Description","",""
"TBC",1,"A","","",0,16,"Bit Primario","",""
"TBC",2,"A","","",2,19,"Número de Tarjeta","*TOKENIZAR","S"
"TBC",3,"D","","",0,6,"Código de Proceso","",""
"TBC",4,"D","","",0,12,"Monto Transacción","",""
"TBC",5,"D","","",0,12,"Valor de la transacción en Dólares","",""
"TBC",6,"D","","",0,12,"Monto Transaccion en Origen","",""
"TBC",7,"D","","",0,10,"Fecha y Hora de Transacción","",""
"TBC",11,"D","","",0,6,"System Trace Audit Number.","",""
"TBC",12,"D","","",0,6,"Local Time","",""
"TBC",13,"D","","",0,4,"Local Date","",""
"TBC",14,"D","","",0,4,"Card Expiration Date","","T"
"TBC",15,"A","","",0,4,"Settlement date","",""
"TBC",17,"A","","",0,4,"Capture Date","",""
"TBC",18,"D","","",0,4,"Merchant Type","",""
"TBC",19,"A","","",0,3,"Codigo pais origen","",""
"TBC",22,"D","","",0,3,"Card number entry mode","",""
"TBC",23,"D","","",0,3,"Card Sequence Number","",""
"TBC",25,"D","","",0,2,"Point of Service Condition Code","",""
"TBC",32,"D","","",2,11,"Acquiring Institution Code","",""
"TBC",35,"A","","",2,37,"Track 2","","S"
"TBC",37,"A","","",0,12,"Retrieval Reference Number","",""
"TBC",38,"A","","",0,6,"Authorization Code","",""
"TBC",39,"D","","",0,2,"Answer Code Base24 ISO","",""
"TBC",41,"A","","",0,16,"P.O.S. Terminal Identification","",""
"TBC",43,"A","","",0,40,"Store Name/Address /Origin store","",""
"TBC",45,"A","","",2,76,"Track 1","","T"
"TBC",48,"D","","",3,27,"Additional Data Base-24 POS Retailer Data","",""
"TBC",49,"D","","",0,3,"Transaction Currency Code","",""
"TBC",50,"D","","",0,3,"Código de Moneda de Liquidación","",""
"TBC",51,"D","","",0,3,"Código de Moneda del Emisor","",""
"TBC",52,"A","","",0,16,"PIN Block","","T"
"TBC",53,"A","","",0,16,"BASE24-Información de control de seguridad","",""
"TBC",55,"A","","",3,512,"EMV Datos","","T"
"TBC",60,"A","","",3,11,"POS Entry Capability Code (Chip Visa)","",""
"TBC",61,"A","","",3,26,"Point of Service Date (Chip Master)","",""
"TBC",62,"A","","",3,128,"private data","",""
"TBC",63,"A","","",3,300,"Token Data","",""
"TBC",70,"D","","",0,3,"Network management information code","",""
"TBC",90,"D","","",0,42,"Original data elements","",""
"TBC",95,"D","","",0,42,"Replacement Amounts","",""
"TBC",100,"A","","",2,11,"Receiving Institution Identification Code","",""
"TBC",102,"A","","",2,30,"BASE24-pos Reserved8-Private","",""
"TBC",120,"A","","",3,6,"BASE24-Administración de Llaves","",""
"TBC",121,"A","","",3,150,"BASE24-pos Private-2","",""
"TBC",123,"A","","",3,550,"BASE24-Servicio de cifrado de mensajería","",""
"TBC",124,"A","","",3,9,"BASE24-pos Batch and Shift Data","",""
"TBC",125,"A","","",3,12,"BASE24-pos Reserved6-Private","",""
"TBC",126,"A","","",3,50,"BASE24-pos Reserved6-Private","",""
"BCH",1,"A","0","I",0,8,"Secondary Bit Map","",""
"TBC",127,"A","","",3,250,"BASE24-pos Reserved8-Private","",""
"BCH",2,"A","","",2,19,"Primary Account Number","","S"
"BCH",3,"A","","",0,6,"Código de Procesamiento","",""
"BCH",4,"A","","",0,12,"Amount, Transaction","",""
"BCH",7,"A","","",0,10,"Transmission date & time","",""
"BCH",9,"A","","",0,8,"Conversion Rate, Settlement","",""
"BCH",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"BCH",12,"A","","",0,6,"Local transaction time.","",""
"BCH",13,"A","","",0,4,"Local transaction date.","",""
"BCH",14,"A","","",0,4,"Expiration Date.","","T"
"BCH",15,"A","","",0,4,"Date, Settlement (fecha contable)","",""
"BCH",16,"A","","",0,4,"Conversion Date.","",""
"BCH",17,"A","","",0,4,"Fecha de Captura","",""
"BCH",18,"A","","",0,4,"Merchant Type.","",""
"BCH",22,"A","","",0,3,"Point of Service Data Code","",""
"BCH",25,"A","","",0,2,"Point of service condition code.","",""
"BCH",26,"A","","",0,2,"Point of service PIN capture code.","",""
"BCH",29,"A","","",0,8,"Amount, Settlement fee","",""
"BCH",32,"A","","",2,13,"Acquirer Institution ID Code","",""
"BCH",33,"A","","",2,13,"Forwarding Institution ID Code","",""
"BCH",35,"A","","",2,39,"Track 2 Data","","S"
"BCH",37,"A","","",0,12,"RRN - Retrieval Reference Number","",""
"BCH",38,"A","","",0,6,"Authorization Number.","",""
"BCH",39,"A","","",0,2,"Response Code.","",""
"BCH",41,"A","","",0,8,"Card acceptor terminal identification.","",""
"BCH",43,"A","","",0,40,"Card Acceptor Name/location","",""
"BCH",44,"A","","",2,91,"Additional Response Data","",""
"BCH",45,"A","","",2,78,"Track 1 data","","T"
"BCH",48,"A","","",3,100,"Additional data, private.","",""
"BCH",49,"A","","",0,3,"Currency Code, Transaction","",""
"BCH",50,"A","","",0,3,"Currency code settlement.","",""
"BCH",51,"A","","",0,3,"Cardholder billing currency code.","",""
"BCH",52,"A","0","I",0,16,"Personal identification number (PIN).","","T"
"BCH",53,"A","","",0,16,"Security Related Control Information","",""
"BCH",54,"A","","",3,120,"Additional amounts.","",""
"BCH",55,"A","","",3,512,"EMV Datos","",""
"BCH",60,"A","","",3,19,"Advice reason code","",""
"BCH",61,"A","","",3,100,"Point of service data.","",""
"BCH",62,"A","","",3,16,"BASE24 Postal Code","",""
"BCH",63,"A","","",3,19,"Network Data.","",""
"BCH",64,"A","","",0,16,"Authentication Code Field.","",""
"BCH",66,"A","","",0,1,"Settlemente code.","",""
"BCH",70,"A","","",0,3,"Network Management Information Code","",""
"BCH",74,"A","","",0,10,"Number Credit.","",""
"BCH",75,"A","","",0,10,"Reversal number, credit.","",""
"BCH",76,"A","","",0,10,"Number, Debits","",""
"BCH",77,"A","","",0,10,"Reversal number, debits.","",""
"BCH",78,"A","","",0,10,"Number Transafer","",""
"BCH",79,"A","","",0,10,"Reversal Number Transafer","",""
"BCH",80,"A","","",0,10,"Number, inquiries.","",""
"BCH",81,"A","","",0,10,"Number Authorizations.","",""
"BCH",86,"A","","",0,16,"Amount, credits.","",""
"BCH",87,"A","","",0,16,"Reversal amount, credits","",""
"BCH",88,"A","","",0,16,"Amount, debits.","",""
"BCH",89,"A","","",0,16,"Reversal Amount, debits.","",""
"BCH",90,"A","","",0,42,"Original Data Elements","",""
"BCH",95,"A","","",0,42,"Replacement Amounts","",""
"BCH",96,"A","","",0,16,"Message security code.","",""
"BCH",97,"A","","",0,17,"Net settlement amount.","",""
"BCH",99,"A","","",0,13,"Settlemente institution identification code.","",""
"BCH",100,"A","","",2,13,"Receiving Institution ID Code","",""
"BCH",102,"A","","",2,30,"Account ID 1","",""
"BCH",103,"A","","",2,30,"Account Identification 2.","",""
"BCH",121,"A","","",3,63,"BASE24-fhm ATM Segment Information.","",""
"BCH",122,"A","","",3,13,"Card Issuer Identification Code.","",""
"BCH",123,"A","","",0,23,"Invoice Data.","",""
"BCH",124,"A","","",3,12,"Batch and Shift Data","",""
"BCH",125,"A","","",3,15,"Setlement Data","",""
"BCH",126,"A","","",3,300,"Preauthorization/Chargeback Data.","",""
"BCH",127,"A","","",0,32,"BASE24-pos User Data.","",""
"BCH",128,"A","","",0,16,"Message Authentication Code.","",""
"SFC",1,"A","","",0,16,"Bit Map, Extended","",""
"SFC",2,"A","","",2,19,"Primary Acct Number","",""
"SFC",3,"D","","",0,6,"Processing Code","",""
"SFC",4,"D","","",0,12,"Amount Transaction","",""
"SFC",5,"D","","",0,12,"Amount Settlement","",""
"SFC",7,"D","","",0,10,"Transmission Date/Time","",""
"SFC",9,"D","","",0,8,"Tasa de Conversión","",""
"SFC",10,"D","","",0,4,"Date, CardHolder Billing Date","",""
"SFC",11,"D","","",0,6,"System Trace Audit Number","",""
"SFC",12,"D","","",0,6,"Local Transaction Time","",""
"SFC",13,"D","","",0,4,"Local Transaction Date","",""
"SFC",14,"D","","",0,4,"Expiration Date","",""
"SFC",15,"D","","",0,4,"Settlement Date","",""
"SFC",18,"D","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"SFC",19,"D","","",0,3,"Código de País Adquiriente","",""
"SFC",22,"D","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"SFC",25,"D","","",0,2,"Point of Service Condition Code","",""
"SFC",26,"D","","",0,2,"Point Of Service Pin Capture Code","",""
"SFC",32,"D","","",2,11,"Código Identificación Institución Adquiriente","",""
"SFC",35,"A","","",2,37,"Datos del Track II","",""
"SFC",37,"A","","",0,12,"Número de Referencia","",""
"SFC",38,"A","","",0,6,"Código de Autorización","",""
"SFC",39,"A","","",0,2,"Código de Respuesta","",""
"SFC",41,"A","","",0,8,"Número de Terminal","",""
"SFC",42,"A","","",0,15,"Número identificador de la tienda","",""
"SFC",43,"A","","",0,40,"Tarjeta Nombre/Localidad","",""
"SFC",44,"A","","",2,26,"Datos Adic Respta - Est Final y Cod Autorizac","",""
"SFC",46,"A","","",2,20,"Datos Adic Respta Compra Internet/Kioskos ATM","",""
"SFC",47,"A","","",3,165,"Datos Adicionales- información DICOM - Camara","",""
"SFC",48,"A","","",3,70,"Additional Data-Private","",""
"SFC",49,"D","","",0,3,"Moneda Usada Para la Transacción","",""
"SFC",50,"D","","",0,3,"Código Moneda de Transacción","",""
"SFC",51,"D","","",0,3,"Cardholder Bill Curr Code Bm51","",""
"SFC",52,"D","","",0,16,"Pin o Clave Personal","",""
"SFC",53,"D","","",0,16,"Nuevo Pin o Clave","",""
"SFC",54,"A","","",3,180,"Montos o Saldos","",""
"SFC",60,"A","","",3,6,"Código de Reversa","",""
"SFC",61,"A","","",3,8,"Tasa de Interés","",""
"SFC",63,"A","","",3,999,"Reserved Private (OAR Indicator)","",""
"SFC",67,"D","","",0,2,"Número de Cuotas","",""
"SFC",70,"D","","",0,3,"Network Management Information Code","",""
"SFC",90,"D","","",0,42,"Original Data Element","",""
"SFC",91,"A","","",0,1,"Código de actualización de archivos","",""
"SFC",95,"D","","",0,42,"Replacement Amounts","",""
"SFC",98,"A","","",0,25,"Nombre del emisor","",""
"SFC",100,"A","","",2,20,"Receiving Institution ID","",""
"SFC",101,"A","","",1,5,"Nombre de archivo a actualizar","",""
"SFC",102,"A","","",2,28,"Account Identification 1","",""
"SFC",103,"A","","",2,28,"Account Identification 2","",""
"SFC",104,"A","","",3,100,"Descripción de la transacción","",""
"SFC",105,"A","","",3,50,"Large Private Data (Mini Statement/OAR Data)","",""
"SFC",106,"A","","",3,435,"Large private Data 2","",""
"SFC",107,"A","","",3,999,"Reserved Private (Check data)","",""
"SFC",108,"A","","",3,10,"Información para transacciones diferidas","",""
"SFC",109,"A","","",3,36,"Cantidad de puntos acumulados","",""
"SFC",110,"A","","",3,51,"Orden de compra para transacciones empresar","",""
"SFC",111,"A","","",3,75,"Nombre del cliente","",""
"SFC",112,"A","","",3,999,"Indicadores del estado de la cuenta","",""
"SFC",113,"A","","",3,999,"Información adicional del cliente","",""
"SFC",114,"A","","",3,12,"Indicadres estado de cliente, tarjetas, ctas","",""
"SFC",115,"A","","",3,20,"Información del RUC principal","",""
"SFC",116,"A","","",3,999,"Info adicional para transacciones IVR","",""
"SFC",117,"A","","",3,14,"Reservado para uso nacional","",""
"SFC",118,"A","","",3,999,"Detalle de la cuenta a actualizar","",""
"SFC",120,"A","","",3,80,"Informacion del banco y cheque","",""
"SFC",121,"A","","",3,360,"Observaciones o notas","",""
"SFC",122,"A","","",3,999,"Datos adicionales","",""
"SFC",123,"A","","",3,999,"Reserved Private (Check data)","",""
"SFC",124,"A","","",1,2,"Datos de la tarjeta","",""
"SFC",125,"A","","",2,50,"Network Management Information Data","",""
"SFC",126,"A","","",3,600,"Información TELCOS","",""
"SFC",127,"A","","",3,999,"IDs del cliente","",""
"CWS",1,"A","","",0,16,"Bit Map, Extended","",""
"CWS",2,"A","","",2,19,"Primary Acct Number","",""
"CWS",3,"D","","",0,6,"Processing Code","",""
"CWS",4,"D","","",0,12,"Amount Transaction","",""
"CWS",5,"D","","",0,12,"Amount Settlement","",""
"CWS",7,"D","","",0,10,"Transmission Date/Time","",""
"CWS",9,"D","","",0,8,"Tasa de Conversión","",""
"CWS",10,"D","","",0,4,"Date, CardHolder Billing Date","",""
"CWS",11,"D","","",0,6,"System Trace Audit Number","",""
"CWS",12,"D","","",0,6,"Local Transaction Time","",""
"CWS",13,"D","","",0,4,"Local Transaction Date","",""
"CWS",14,"D","","",0,4,"Expiration Date","",""
"CWS",15,"D","","",0,4,"Settlement Date","",""
"CWS",18,"D","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"CWS",19,"D","","",0,3,"Código de País Adquiriente","",""
"CWS",22,"D","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"CWS",25,"D","","",0,2,"Point of Service Condition Code","",""
"CWS",26,"D","","",0,2,"Point Of Service Pin Capture Code","",""
"CWS",32,"D","","",2,11,"Código Identificación Institución Adquiriente","",""
"CWS",35,"A","","",2,37,"Datos del Track II","",""
"CWS",37,"A","","",0,12,"Número de Referencia","",""
"CWS",38,"A","","",0,6,"Código de Autorización","",""
"CWS",39,"A","","",0,2,"Código de Respuesta","",""
"CWS",41,"A","","",0,8,"Número de Terminal","",""
"CWS",42,"A","","",0,15,"Número identificador de la tienda","",""
"CWS",43,"A","","",0,40,"Tarjeta Nombre/Localidad","",""
"CWS",44,"A","","",2,26,"Datos Adic Respta - Est Final y Cod Autorizac","",""
"CWS",46,"A","","",2,20,"Datos Adic Respta Compra Internet/Kioskos ATM","",""
"CWS",47,"A","","",3,165,"Datos Adicionales- información DICOM - Camara","",""
"CWS",48,"A","","",3,70,"Additional Data-Private","",""
"CWS",49,"D","","",0,3,"Moneda Usada Para la Transacción","",""
"CWS",50,"D","","",0,3,"Código Moneda de Transacción","",""
"CWS",51,"D","","",0,3,"Cardholder Bill Curr Code Bm51","",""
"CWS",52,"D","","",0,16,"Pin o Clave Personal","",""
"CWS",53,"D","","",0,16,"Nuevo Pin o Clave","",""
"CWS",54,"A","","",3,180,"Montos o Saldos","",""
"CWS",60,"A","","",3,6,"Código de Reversa","",""
"CWS",61,"A","","",3,8,"Tasa de Interés","",""
"CWS",63,"A","","",3,999,"Reserved Private (OAR Indicator)","",""
"CWS",67,"D","","",0,2,"Número de Cuotas","",""
"CWS",70,"D","","",0,3,"Network Management Information Code","",""
"CWS",90,"D","","",0,42,"Original Data Element","",""
"CWS",91,"A","","",0,1,"Código de actualización de archivos","",""
"CWS",95,"D","","",0,42,"Replacement Amounts","",""
"CWS",98,"A","","",0,25,"Nombre del emisor","",""
"CWS",100,"A","","",2,20,"Receiving Institution ID","",""
"CWS",101,"A","","",1,5,"Nombre de archivo a actualizar","",""
"CWS",102,"A","","",2,28,"Account Identification 1","",""
"CWS",103,"A","","",2,28,"Account Identification 2","",""
"CWS",104,"A","","",3,100,"Descripción de la transacción","",""
"CWS",105,"A","","",3,50,"Large Private Data (Mini Statement/OAR Data)","",""
"CWS",106,"A","","",3,435,"Large private Data 2","",""
"CWS",107,"A","","",3,999,"Reserved Private (Check data)","",""
"CWS",108,"A","","",3,10,"Información para transacciones diferidas","",""
"CWS",109,"A","","",3,36,"Cantidad de puntos acumulados","",""
"CWS",110,"A","","",3,51,"Orden de compra para transacciones empresar","",""
"CWS",111,"A","","",3,75,"Nombre del cliente","",""
"CWS",112,"A","","",3,999,"Indicadores del estado de la cuenta","",""
"CWS",113,"A","","",3,999,"Información adicional del cliente","",""
"CWS",114,"A","","",3,12,"Indicadres estado de cliente, tarjetas, ctas","",""
"CWS",115,"A","","",3,20,"Información del RUC principal","",""
"CWS",116,"A","","",3,999,"Info adicional para transacciones IVR","",""
"CWS",117,"A","","",3,14,"Reservado para uso nacional","",""
"CWS",118,"A","","",3,999,"Detalle de la cuenta a actualizar","",""
"CWS",120,"A","","",3,80,"Informacion del banco y cheque","",""
"CWS",121,"A","","",3,360,"Observaciones o notas","",""
"CWS",122,"A","","",3,999,"Datos adicionales","",""
"CWS",123,"A","","",3,999,"Reserved Private (Check data)","",""
"CWS",124,"A","","",1,2,"Datos de la tarjeta","",""
"CWS",125,"A","","",2,50,"Network Management Information Data","",""
"CWS",126,"A","","",3,600,"Información TELCOS","",""
"CWS",127,"A","","",3,999,"IDs del cliente","",""
"VDB",1,"P","0","I",0,8,"Secondary Bit Map.","",""
"VDB",2,"P","0","I",1,11,"Primary Account Number.","","S"
"VDB",3,"P","0","I",0,3,"Processing code.","",""
"VDB",4,"P","0","I",0,6,"Transaction amount.","",""
"VDB",5,"P","0","I",0,6,"Amount, Settlement.","",""
"VDB",6,"P","0","I",0,6,"Amount,Cardholder Billing..","",""
"VDB",7,"P","0","I",0,5,"Transmission Date And Time.","",""
"VDB",9,"P","0","I",0,4,"Conversion Rate, Settlement.","",""
"VDB",10,"P","0","I",0,4,"Conversion Rate, Cardholder Billing.","",""
"VDB",11,"P","0","I",0,3,"System Trace.","",""
"VDB",12,"P","0","I",0,3,"Local Transaction Time.","",""
"VDB",13,"P","0","I",0,2,"Local Transaction Date.","",""
"VDB",14,"P","0","I",0,2,"Fecha de Expiración.","","T"
"VDB",15,"P","0","I",0,2,"Fec.Set.","",""
"VDB",16,"P","0","I",0,2,"Date, Conversion.","",""
"VDB",17,"A","0","I",0,4,"Date Capture","",""
"VDB",18,"P","0","I",0,2,"Merchant type.","",""
"VDB",19,"P","0","I",0,2,"Acquiring Institution Country Code.","",""
"VDB",20,"P","0","I",0,2,"PAN Extended, Country Code","",""
"VDB",21,"P","0","I",0,2,"Fwd.Inst.Country Code.","",""
"VDB",22,"P","0","I",0,2,"Point of service entry mode.","",""
"VDB",23,"P","0","I",0,2,"File Record- Action and data","",""
"VDB",25,"P","0","I",0,1,"Point of service condition code.","",""
"VDB",26,"P","0","I",0,1,"POS Pin Capture Code.","",""
"VDB",27,"A","0","I",0,1,"Reservado POC","",""
"VDB",28,"A","0","I",0,9,"Amount, Transaction Fee.","",""
"VDB",32,"P","0","I",1,7,"Acquiring institution code.","",""
"VDB",33,"P","0","I",1,7,"Forwarding Institution Code.","",""
"VDB",35,"P","0","I",1,20,"Track II.","","S"
"VDB",37,"A","0","I",0,12,"Retrieval reference number.","",""
"VDB",38,"A","0","I",0,6,"Número de Autorización.","",""
"VDB",39,"A","0","I",0,2,"Código de Respuesta.","",""
"VDB",41,"A","0","I",0,8,"Card acceptor terminal identification.","",""
"VDB",42,"A","0","I",0,15,"Card acceptor identification code.","",""
"VDB",43,"A","0","I",0,40,"Card acceptor name and location.","",""
"VDB",44,"A","0","I",1,26,"Private Data.","","  S"
"VDB",45,"A","0","I",1,77,"TRack I.","","T"
"VDB",48,"A","0","I",1,260,"Dig.Verific /Free Text Msg /Otros...","",""
"VDB",49,"P","0","I",0,2,"Transaction currency code.","",""
"VDB",50,"P","0","I",0,2,"Currency Code, Settlement.","",""
"VDB",51,"P","0","I",0,2,"Currency Code, Cardholder Billing.","",""
"VDB",52,"P","0","I",0,8,"Personal identification number (PIN).","","T"
"VDB",53,"P","0","I",0,8,"Security Related Control Information.","",""
"VDB",54,"A","0","I",1,81,"Additional Amounts.","",""
"VDB",55,"A","0","I",1,255,"File Record- Action and data",""," S      S"
"VDB",59,"A","0","I",1,15,"National POS Geog.Data.","",""
"VDB",60,"A","0","I",1,16,"Member-Calculated IRF.",""," S   S  S"
"VDB",61,"A","0","I",1,19,"Other Amount","","        S"
"VDB",62,"A","0","I",1,255,"Custom Payment Service.",""," S   N  S S"
"VDB",63,"A","0","I",1,255,"Network data - Private Use Field.",""," S   S    S"
"VDB",66,"P","0","I",0,1,"Settlement Code.","",""
"VDB",68,"P","0","I",0,2,"Recv.Inst.Country Code.","",""
"VDB",69,"P","0","I",0,2,"Setl.Country Code.","",""
"VDB",70,"P","0","I",0,2,"Network Management Information Code.","",""
"VDB",73,"P","0","I",0,3,"Visa Private Used Field.","",""
"VDB",74,"P","0","I",0,5,"Credits, Number.","",""
"VDB",75,"P","0","I",0,5,"Credits, Rev.Number.","",""
"VDB",76,"P","0","I",0,5,"Debits, Number.","",""
"VDB",77,"P","0","I",0,5,"Debits, Rev.Number.","",""
"VDB",86,"P","0","I",0,8,"Credits, Amount.","",""
"VDB",87,"P","0","I",0,8,"Credits, Rev.Amount.","",""
"VDB",88,"P","0","I",0,8,"Debits, Amount.","",""
"VDB",89,"P","0","I",0,8,"Debits, Rev.Amount.","",""
"VDB",90,"P","0","I",0,21,"Original Data Elements.","",""
"VDB",91,"A","0","I",0,1,"File Update Code.","",""
"VDB",92,"A","0","I",0,2,"File Security code.","",""
"VDB",94,"A","0","I",1,255,"File Record- Action and data","",""
"VDB",95,"A","0","I",0,42,"Replacement Amount, Partial reversal","",""
"VDB",96,"A","0","I",0,8,"Nueva Llave.","",""
"VDB",97,"A","0","I",0,17,"Amount, Net Settlement.","",""
"VDB",99,"P","0","I",1,7,"Settl.Instit.Identif.Code.","",""
"VDB",100,"P","0","I",1,7,"Recv Inst Id Code.","",""
"VDB",101,"A","0","I",1,1,"File Update Code.","",""
"VDB",102,"A","0","I",1,29,"Account Identification 1.","",""
"VDB",103,"A","0","I",1,29,"Account Identification 2.","",""
"VDB",104,"A","0","I",1,255,"Transaction Description & Trans.Specific Data",""," S      S"
"VDB",119,"A","0","I",1,16,"Member-Calculated IRF","",""
"VDB",120,"A","0","I",1,100,"Datos Auxiliares de Transacción","",""
"VDB",121,"A","0","I",1,1,"DE121","",""
"VDB",123,"A","0","I",1,255,"Verifiation & Token Data (TLV Format)","",""
"VDB",124,"A","0","I",1,1,"de124","",""
"VDB",125,"A","0","I",1,255,"Supporting Information (TLV Format)","",""
"VDB",126,"A","0","I",1,100,"Use Private VISA.","","TS   N  S S"
"VDB",127,"A","0","I",1,255,"File Record- Action and data","",""
"VDB",58,"A","0","I",1,1,"Prueba","",""
"VDB",64,"A","0","I",1,1,"Prueba","",""
"CDB",1,"A","","",0,16,"Bit Map, Extendido","",""
"CDB",2,"A","","",2,19,"PAN","",""
"CDB",3,"A","","",0,6,"Código de Proceso o Transacción","",""
"CDB",4,"A","","",0,12,"Monto, Transacción","",""
"CDB",5,"A","","",0,12,"Monto, Settlement","",""
"CDB",7,"A","","",0,10,"Transmisión Date/Time","",""
"CDB",11,"A","","",0,6,"System Trace audit. Nro.","",""
"CDB",12,"A","","",0,6,"Time, Local Transaction","",""
"CDB",13,"A","","",0,4,"Date, Local Transaction","",""
"CDB",14,"A","","",0,4,"Date, Expiration","","T"
"CDB",15,"A","","",0,4,"Date, Settlement","",""
"CDB",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"CDB",19,"A","","",0,3,"Código de país adquiriente","",""
"CDB",21,"A","","",0,3,"Código del País Emisor","152",""
"CDB",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"CDB",25,"A","","",0,2,"Point of Service Condition Code","",""
"CDB",26,"A","0","I",0,2,"Point Of Service Pin Capture Code","",""
"CDB",32,"A","","",2,11,"Código de Identif. institución Adquiriente","",""
"CDB",35,"A","0","I",2,37,"Datos del Track II","",""
"CDB",37,"A","0","I",0,12,"Número de Referencia","",""
"CDB",38,"A","0","I",0,6,"Código de Autorización","",""
"CDB",39,"A","0","I",0,2,"Código de Respuesta","",""
"CDB",41,"A","0","I",0,8,"Número de Terminal","",""
"CDB",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"CDB",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"CDB",44,"A","0","I",2,12,"código de autorización adicional","",""
"CDB",46,"A","0","I",2,20,"Datos Adicionales respuesta compra internet","",""
"CDB",47,"A","0","I",3,165,"Datos Adicionales DICOM - Cámara","",""
"CDB",48,"A","0","I",3,70,"Additional Data - Fechas Adicionales","",""
"CDB",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"CDB",50,"A","0","I",0,3,"Moneda usada para la reconciliación","",""
"CDB",52,"A","0","I",0,16,"Pin o Clave Personal","",""
"CDB",53,"A","0","I",0,16,"Nuevo Pin o Clave","",""
"CDB",54,"A","0","I",3,220,"Montos o Saldos","",""
"CDB",60,"A","0","I",3,999,"Advice/Reversal Reason Code","",""
"CDB",61,"A","0","I",3,999,"Tasa de Interés","",""
"CDB",63,"A","0","I",3,91,"Network data - NO DEFINIDO EN DOC SATIF","",""
"CDB",67,"A","0","I",0,2,"Número de Cuotas","",""
"CDB",70,"A","0","I",0,3,"Network Management Information code","",""
"CDB",90,"A","0","I",0,42,"Original data elements","",""
"CDB",91,"A","0","I",0,1,"File update code","",""
"CDB",95,"A","0","I",0,42,"Replacement Amounts","",""
"CDB",98,"A","0","I",0,25,"Nombre del Emisor","",""
"CDB",100,"A","0","I",3,999,"Receiving Institution ID","",""
"CDB",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"CDB",102,"A","0","I",2,28,"Account Identification 1","",""
"CDB",103,"A","0","I",2,28,"Account Identification 2","",""
"CDB",104,"A","0","I",3,100,"Transaction Description","",""
"CDB",105,"A","0","I",3,999,"Large private Data 1 (UPC)","",""
"CDB",106,"A","0","I",3,999,"Large private Data 2 (Compra por internet)","",""
"CDB",107,"A","0","I",3,999,"Large private Data 3 (Campa¦as)","",""
"CDB",108,"A","0","I",3,999,"Información Transacciones Diferidas","",""
"CDB",109,"A","0","I",3,999,"Información de Puntos","",""
